source_scope,source_table,source_row,model_alias,model_id,model_revision,suite_id,task_label,evaluation_id,dedup_key,metric,value,value_unit,embedding_recipe,protocol_variant,reference_url,source_locator,source_revision,source_sha256,inclusion_status,inclusion_reason
official_primary_paper,Table 2,Midnight-92k/392/MoNuSAC,Midnight-92k/392,midnight-92k-392,Midnight-92k high-resolution post-training for 120k iterations; 392px,eva,MoNuSAC,eva.miccai2025.clsmean_392.monusac.test,eva.leaderboard.monusac.test,dice,0.708,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 392x392 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k/392|column=MoNuSAC,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,fine_tuned_excluded,The paper explicitly describes this checkpoint as high-resolution fine-tuning/post-training; quarantine from frozen base-checkpoint analysis.
official_primary_paper,Table 2,Midnight-92k/392/HEST,Midnight-92k/392,midnight-92k-392,Midnight-92k high-resolution post-training for 120k iterations; 392px,hest,HEST,hest.miccai2025.clsmean_392.average,hest.aggregate.average,mean_pearson_r,0.415,fraction,CLS + mean pooled patch tokens,Aggregate reported in MICCAI Table 2,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k/392|column=HEST,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,aggregate_excluded,Aggregate is derived from underlying tasks and is not an independent benchmark observation.
official_primary_paper,Table 2,Midnight-92k/392/Average,Midnight-92k/392,midnight-92k-392,Midnight-92k high-resolution post-training for 120k iterations; 392px,cross_suite,Average,eva_hest.miccai2025.clsmean_392.average,cross_suite.aggregate.average,cross_benchmark_mean,0.778,fraction,CLS + mean pooled patch tokens,Aggregate reported in MICCAI Table 2,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k/392|column=Average,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,aggregate_excluded,Aggregate is derived from underlying tasks and is not an independent benchmark observation.
official_primary_paper,Table 2,Midnight-92k/PCam 10 shots,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,PCam 10 shots,eva.miccai2025.clsmean_224.patch_camelyon_10shot.test,eva.leaderboard.patch_camelyon_10shot.test,balanced_accuracy,0.882,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=PCam 10 shots,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/BACH,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,BACH,eva.miccai2025.clsmean_224.bach.validation,eva.leaderboard.bach.validation,balanced_accuracy,0.889,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=BACH,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/BRACS,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,BRACS,eva.miccai2025.clsmean_224.bracs.validation,eva.leaderboard.bracs.validation,balanced_accuracy,0.615,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=BRACS,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/BreakHis,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,BreakHis,eva.miccai2025.clsmean_224.breakhis.validation,eva.leaderboard.breakhis.validation,balanced_accuracy,0.793,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=BreakHis,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/CRC-100K,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,CRC-100K,eva.miccai2025.clsmean_224.crc.validation,eva.leaderboard.crc.validation,balanced_accuracy,0.967,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=CRC-100K,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/Gleason,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,Gleason,eva.miccai2025.clsmean_224.gleason_arvaniti.validation,eva.leaderboard.gleason_arvaniti.validation,balanced_accuracy,0.823,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=Gleason,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/MHIST,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,MHIST,eva.miccai2025.clsmean_224.mhist.test,eva.leaderboard.mhist.test,balanced_accuracy,0.831,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=MHIST,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/PCam,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,PCam,eva.miccai2025.clsmean_224.patch_camelyon.test,eva.leaderboard.patch_camelyon.test,balanced_accuracy,0.948,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=PCam,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/Cam16 (small),Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,Cam16 (small),eva.miccai2025.clsmean_224.camelyon16_small.test,eva.leaderboard.camelyon16_small.test,balanced_accuracy,0.872,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=Cam16 (small),MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/Panda (small),Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,Panda (small),eva.miccai2025.clsmean_224.panda_small.test,eva.leaderboard.panda_small.test,balanced_accuracy,0.643,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=Panda (small),MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/CoNSeP,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,CoNSeP,eva.miccai2025.clsmean_224.consep.validation,eva.leaderboard.consep.validation,dice,0.629,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=CoNSeP,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/MoNuSAC,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,eva,MoNuSAC,eva.miccai2025.clsmean_224.monusac.test,eva.leaderboard.monusac.test,dice,0.656,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=MoNuSAC,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-92k/HEST,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,hest,HEST,hest.miccai2025.clsmean_224.average,hest.aggregate.average,mean_pearson_r,0.425,fraction,CLS + mean pooled patch tokens,Aggregate reported in MICCAI Table 2,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=HEST,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,aggregate_excluded,Aggregate is derived from underlying tasks and is not an independent benchmark observation.
official_primary_paper,Table 2,Midnight-92k/Average,Midnight-92k,midnight-92k,Midnight trained on TCGA + NKI-80k; 224px,cross_suite,Average,eva_hest.miccai2025.clsmean_224.average,cross_suite.aggregate.average,cross_benchmark_mean,0.767,fraction,CLS + mean pooled patch tokens,Aggregate reported in MICCAI Table 2,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-92k|column=Average,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,aggregate_excluded,Aggregate is derived from underlying tasks and is not an independent benchmark observation.
official_primary_paper,Table 2,Midnight-12k/PCam 10 shots,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,PCam 10 shots,eva.miccai2025.clsmean_224.patch_camelyon_10shot.test,eva.leaderboard.patch_camelyon_10shot.test,balanced_accuracy,0.803,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=PCam 10 shots,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/BACH,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,BACH,eva.miccai2025.clsmean_224.bach.validation,eva.leaderboard.bach.validation,balanced_accuracy,0.907,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=BACH,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/BRACS,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,BRACS,eva.miccai2025.clsmean_224.bracs.validation,eva.leaderboard.bracs.validation,balanced_accuracy,0.639,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=BRACS,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/BreakHis,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,BreakHis,eva.miccai2025.clsmean_224.breakhis.validation,eva.leaderboard.breakhis.validation,balanced_accuracy,0.84,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=BreakHis,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/CRC-100K,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,CRC-100K,eva.miccai2025.clsmean_224.crc.validation,eva.leaderboard.crc.validation,balanced_accuracy,0.967,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=CRC-100K,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/Gleason,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,Gleason,eva.miccai2025.clsmean_224.gleason_arvaniti.validation,eva.leaderboard.gleason_arvaniti.validation,balanced_accuracy,0.79,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=Gleason,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
official_primary_paper,Table 2,Midnight-12k/MHIST,Midnight-12k,midnight,Released Midnight-12k TCGA checkpoint; 224px,eva,MHIST,eva.miccai2025.clsmean_224.mhist.test,eva.leaderboard.mhist.test,balanced_accuracy,0.815,fraction,CLS + mean pooled patch tokens,MICCAI 2025 EVA fork; early stopping disabled except Camelyon16/PANDA; 224x224 input,https://papers.miccai.org/miccai-2025/paper/4651_paper.pdf,4651_paper.pdf|Table 2|model=Midnight-12k|column=MHIST,MICCAI 2025 proceedings PDF; modified 2025-08-25,29dce4004f4f4c2e8f75cb5fc2c03c934d97e20099329bb9682901c647bc07cb,canonical_candidate,Exact public EVA task cell under the MICCAI paper's versioned CLS+Mean protocol; preserve separately from later leaderboard/model-card reruns.
