source_scope,source_table,source_row,model_alias,model_id,model_revision,suite_id,task_label,evaluation_id,dedup_key,metric,value,value_unit,uncertainty,level,magnification,embedding_recipe,downstream_protocol,cohort_access,reference_url,source_locator,source_revision,source_sha256,inclusion_status,inclusion_reason
official_primary_paper,Supplementary Data Table 4,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 4: Zero-shot classification with prompt ensembling on DHMC LUAD (n = 143) in terms of Cohen’s κ, balanced accuracy, and weighted F1 score",conch.natmed2024.t4.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_4:_zero-shot_classification_with_prompt_ensembling_on_dhmc_luad_(n_=_143)_in_terms_of_cohen’s_κ,_balanced_accuracy,_and_weighted_f1_score.balanced_accuracy",balanced_accuracy,0.425,fraction,"95% CI [0.305, 0.516]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 4|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 4,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 4: Zero-shot classification with prompt ensembling on DHMC LUAD (n = 143) in terms of Cohen’s κ, balanced accuracy, and weighted F1 score",conch.natmed2024.t4.0.zero-shot_classification.weighted_f1,"supplementary_data_table_4:_zero-shot_classification_with_prompt_ensembling_on_dhmc_luad_(n_=_143)_in_terms_of_cohen’s_κ,_balanced_accuracy,_and_weighted_f1_score.weighted_f1",weighted_f1,0.314,fraction,"95% CI [0.236, 0.400]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 4|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 5,CONCH/0/quadratic_weighted_kappa,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 5: Zero-shot classification with prompt ensembling on SICAP (n = 2, 122) in terms of quadratic weighted Cohen’s κ, balanced accuracy, and weighted F1 score",conch.natmed2024.t5.0.zero-shot_classification.quadratic_weighted_kappa,"supplementary_data_table_5:_zero-shot_classification_with_prompt_ensembling_on_sicap_(n_=_2,_122)_in_terms_of_quadratic_weighted_cohen’s_κ,_balanced_accuracy,_and_weighted_f1_score.quadratic_weighted_kappa",quadratic_weighted_kappa,0.690,fraction,"95% CI [0.667, 0.713]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 5|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 5,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 5: Zero-shot classification with prompt ensembling on SICAP (n = 2, 122) in terms of quadratic weighted Cohen’s κ, balanced accuracy, and weighted F1 score",conch.natmed2024.t5.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_5:_zero-shot_classification_with_prompt_ensembling_on_sicap_(n_=_2,_122)_in_terms_of_quadratic_weighted_cohen’s_κ,_balanced_accuracy,_and_weighted_f1_score.balanced_accuracy",balanced_accuracy,0.600,fraction,"95% CI [0.584, 0.615]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 5|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 5,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 5: Zero-shot classification with prompt ensembling on SICAP (n = 2, 122) in terms of quadratic weighted Cohen’s κ, balanced accuracy, and weighted F1 score",conch.natmed2024.t5.0.zero-shot_classification.weighted_f1,"supplementary_data_table_5:_zero-shot_classification_with_prompt_ensembling_on_sicap_(n_=_2,_122)_in_terms_of_quadratic_weighted_cohen’s_κ,_balanced_accuracy,_and_weighted_f1_score.weighted_f1",weighted_f1,0.398,fraction,"95% CI [0.375, 0.421]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 5|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 6,CONCH/0/cohen_kappa,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 6: Zero-shot classification with prompt ensembling on CRC100k (n = 7, 180) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t6.0.zero-shot_classification.cohen_kappa,"supplementary_data_table_6:_zero-shot_classification_with_prompt_ensembling_on_crc100k_(n_=_7,_180)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.cohen_kappa",cohen_kappa,0.791,fraction,"95% CI [0.782, 0.800]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 6|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 6,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 6: Zero-shot classification with prompt ensembling on CRC100k (n = 7, 180) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t6.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_6:_zero-shot_classification_with_prompt_ensembling_on_crc100k_(n_=_7,_180)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.balanced_accuracy",balanced_accuracy,0.803,fraction,"95% CI [0.794, 0.813]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 6|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 6,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 6: Zero-shot classification with prompt ensembling on CRC100k (n = 7, 180) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t6.0.zero-shot_classification.weighted_f1,"supplementary_data_table_6:_zero-shot_classification_with_prompt_ensembling_on_crc100k_(n_=_7,_180)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.weighted_f1",weighted_f1,0.979,fraction,"95% CI [0.977, 0.981]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 6|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 7,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 7: Zero-shot classification with prompt ensembling on WSSS4LUAD (n = 4, 693) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t7.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_7:_zero-shot_classification_with_prompt_ensembling_on_wsss4luad_(n_=_4,_693)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.balanced_accuracy",balanced_accuracy,0.719,fraction,"95% CI [0.706, 0.731]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 7|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 7,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 7: Zero-shot classification with prompt ensembling on WSSS4LUAD (n = 4, 693) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t7.0.zero-shot_classification.weighted_f1,"supplementary_data_table_7:_zero-shot_classification_with_prompt_ensembling_on_wsss4luad_(n_=_4,_693)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.weighted_f1",weighted_f1,0.705,fraction,"95% CI [0.692, 0.718]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 7|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 7,CONCH/0/auroc,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 7: Zero-shot classification with prompt ensembling on WSSS4LUAD (n = 4, 693) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t7.0.zero-shot_classification.auroc,"supplementary_data_table_7:_zero-shot_classification_with_prompt_ensembling_on_wsss4luad_(n_=_4,_693)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.auroc",auroc,0.877,fraction,"95% CI [0.870, 0.885]",tile,source-defined,CONCH image/text embedding,zero-shot classification; prompt ensemble,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 7|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 8,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 8: Zero-shot classification without prompt ensembling on BRCA subtyping (n = 150) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t8.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_8:_zero-shot_classification_without_prompt_ensembling_on_brca_subtyping_(n_=_150)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.balanced_accuracy",balanced_accuracy,0.620,fraction,"95% CI [0.600, 0.680]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 8|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 8,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 8: Zero-shot classification without prompt ensembling on BRCA subtyping (n = 150) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t8.0.zero-shot_classification.weighted_f1,"supplementary_data_table_8:_zero-shot_classification_without_prompt_ensembling_on_brca_subtyping_(n_=_150)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.weighted_f1",weighted_f1,0.570,fraction,"95% CI [0.525, 0.658]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 8|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 8,CONCH/0/auroc,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 8: Zero-shot classification without prompt ensembling on BRCA subtyping (n = 150) in terms of balanced accuracy, weighted F1 score, and ROC AUC",conch.natmed2024.t8.0.zero-shot_classification.auroc,"supplementary_data_table_8:_zero-shot_classification_without_prompt_ensembling_on_brca_subtyping_(n_=_150)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc.auroc",auroc,0.870,fraction,"95% CI [0.827, 0.890]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 8|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 9,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 9: Zero-shot classification without prompt ensembling on RCC subtyping (n = 225) in terms of balanced accuracy, weighted F1 score, and ROC AUC (median from 50 sets of randomly sampled prompts)",conch.natmed2024.t9.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_9:_zero-shot_classification_without_prompt_ensembling_on_rcc_subtyping_(n_=_225)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc_(median_from_50_sets_of_randomly_sampled_prompts).balanced_accuracy",balanced_accuracy,0.816,fraction,"95% CI [0.791, 0.831]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 9|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 9,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 9: Zero-shot classification without prompt ensembling on RCC subtyping (n = 225) in terms of balanced accuracy, weighted F1 score, and ROC AUC (median from 50 sets of randomly sampled prompts)",conch.natmed2024.t9.0.zero-shot_classification.weighted_f1,"supplementary_data_table_9:_zero-shot_classification_without_prompt_ensembling_on_rcc_subtyping_(n_=_225)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc_(median_from_50_sets_of_randomly_sampled_prompts).weighted_f1",weighted_f1,0.816,fraction,"95% CI [0.783, 0.832]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 9|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 9,CONCH/0/auroc,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 9: Zero-shot classification without prompt ensembling on RCC subtyping (n = 225) in terms of balanced accuracy, weighted F1 score, and ROC AUC (median from 50 sets of randomly sampled prompts)",conch.natmed2024.t9.0.zero-shot_classification.auroc,"supplementary_data_table_9:_zero-shot_classification_without_prompt_ensembling_on_rcc_subtyping_(n_=_225)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc_(median_from_50_sets_of_randomly_sampled_prompts).auroc",auroc,0.964,fraction,"95% CI [0.959, 0.969]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 9|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 10,CONCH/0/balanced_accuracy,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 10: Zero-shot classification without prompt ensembling on NSCLC subtyping (n = 150) in terms of balanced accuracy, weighted F1 score, and ROC AUC (median from 50 sets of randomly sampled prompts)",conch.natmed2024.t10.0.zero-shot_classification.balanced_accuracy,"supplementary_data_table_10:_zero-shot_classification_without_prompt_ensembling_on_nsclc_subtyping_(n_=_150)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc_(median_from_50_sets_of_randomly_sampled_prompts).balanced_accuracy",balanced_accuracy,0.780,fraction,"95% CI [0.687, 0.807]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 10|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
official_primary_paper,Supplementary Data Table 10,CONCH/0/weighted_f1,CONCH,conch,CONCH v1 ViT-B/16 CoCa,conch_primary,"Supplementary Data Table 10: Zero-shot classification without prompt ensembling on NSCLC subtyping (n = 150) in terms of balanced accuracy, weighted F1 score, and ROC AUC (median from 50 sets of randomly sampled prompts)",conch.natmed2024.t10.0.zero-shot_classification.weighted_f1,"supplementary_data_table_10:_zero-shot_classification_without_prompt_ensembling_on_nsclc_subtyping_(n_=_150)_in_terms_of_balanced_accuracy,_weighted_f1_score,_and_roc_auc_(median_from_50_sets_of_randomly_sampled_prompts).weighted_f1",weighted_f1,0.775,fraction,"95% CI [0.671, 0.804]",tile,source-defined,CONCH image/text embedding,zero-shot classification; single prompt,public,https://www.nature.com/articles/s41591-024-02856-4,Supplementary Information|Table 10|CONCH row,Nature Medicine 2024 supplementary PDF,4940cf23c1f341791fd16db84e6f22a83d90d1c67657c26cb118ad8fcbbef457,canonical_candidate,Public leaf result from the model's primary paper.
