evaluation_id,suite_id,dataset_id,task_name,task_family,target,sample_unit,task_type,num_samples,endpoint,metric,direction,protocol,reference_url,audit_status,observed_models
hest.idc.gene_expression,hest,idc,IDC morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.lung.gene_expression,hest,lung,LUNG morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.lymph_idc.gene_expression,hest,lymph_idc,LYMPH_IDC morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.paad.gene_expression,hest,paad,PAAD morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.prad.gene_expression,hest,prad,PRAD morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.read.gene_expression,hest,read,READ morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
hest.skcm.gene_expression,hest,skcm,SKCM morphology-to-gene-expression,spatial_transcriptomics,expression of 50 highly variable genes,spatial_transcriptomics_spot,regression,not_reported,ridge_gene_expression_prediction,pearson_r,higher,Predict 50 highly variable genes from 112x112 um morphology regions at 0.5 um/px using ridge regression after PCA to 256 factors.,https://github.com/mahmoodlab/HEST/blob/3ddb5eaf5bd2a8133e0c0e8015816489a3d99dc3/README.md,parsed_primary_source,26
pathobench.exaone2025.bc_therapy.er-status,pathobench,bc_therapy,er_status,molecular_subtyping,er_status,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.grade,pathobench,bc_therapy,grade,tumor_grading,grade,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.her2-status,pathobench,bc_therapy,her2_status,molecular_subtyping,her2_status,case,classification,166,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bc_therapy.residual-cancer-burden,pathobench,bc_therapy,residual_cancer_burden,treatment_response,residual_cancer_burden,case,classification,159,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.er,pathobench,bcnb,er,molecular_subtyping,er,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.her2,pathobench,bcnb,her2,molecular_subtyping,her2,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bcnb.pr,pathobench,bcnb,pr,molecular_subtyping,pr,case,classification,1058,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.boehmk_.pfs,pathobench,boehmk_,PFS,survival_prediction,PFS,case,survival,183,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bracs.slidelevel-coarse,pathobench,bracs,slidelevel_coarse,morphological_subtyping,slidelevel_coarse,slide,classification,547,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.bracs.slidelevel-fine,pathobench,bracs,slidelevel_fine,morphological_subtyping,slidelevel_fine,slide,classification,547,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.immune-class,pathobench,cptac_brca,Immune_class,tme_characterization,Immune_class,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.pik3ca-mutation,pathobench,cptac_brca,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_brca.tp53-mutation,pathobench,cptac_brca,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.bap1-mutation,pathobench,cptac_ccrcc,BAP1_mutation,mutation_prediction,BAP1_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.immune-class,pathobench,cptac_ccrcc,Immune_class,tme_characterization,Immune_class,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.os,pathobench,cptac_ccrcc,OS,survival_prediction,OS,case,survival,94,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.pbrm1-mutation,pathobench,cptac_ccrcc,PBRM1_mutation,mutation_prediction,PBRM1_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_ccrcc.vhl-mutation,pathobench,cptac_ccrcc,VHL_mutation,mutation_prediction,VHL_mutation,case,classification,103,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.acvr2a-mutation,pathobench,cptac_coad,ACVR2A_mutation,mutation_prediction,ACVR2A_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.apc-mutation,pathobench,cptac_coad,APC_mutation,mutation_prediction,APC_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.arid1a-mutation,pathobench,cptac_coad,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.immune-class,pathobench,cptac_coad,Immune_class,tme_characterization,Immune_class,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.kras-mutation,pathobench,cptac_coad,KRAS_mutation,mutation_prediction,KRAS_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.msi-h,pathobench,cptac_coad,MSI_H,molecular_subtyping,MSI_H,case,classification,93,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.pik3ca-mutation,pathobench,cptac_coad,PIK3CA_mutation,mutation_prediction,PIK3CA_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.setd1b-mutation,pathobench,cptac_coad,SETD1B_mutation,mutation_prediction,SETD1B_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_coad.tp53-mutation,pathobench,cptac_coad,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,94,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_gbm.egfr-mutation,pathobench,cptac_gbm,EGFR_mutation,mutation_prediction,EGFR_mutation,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_gbm.immune-class,pathobench,cptac_gbm,Immune_class,tme_characterization,Immune_class,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_gbm.tp53-mutation,pathobench,cptac_gbm,TP53_mutation,mutation_prediction,TP53_mutation,case,classification,99,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_hnsc.casp8-mutation,pathobench,cptac_hnsc,CASP8_mutation,mutation_prediction,CASP8_mutation,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_hnsc.histologic-grade,pathobench,cptac_hnsc,Histologic_Grade,tumor_grading,Histologic_Grade,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_hnsc.immune-class,pathobench,cptac_hnsc,Immune_class,tme_characterization,Immune_class,case,classification,107,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_hnsc.os,pathobench,cptac_hnsc,OS,survival_prediction,OS,case,survival,102,exaone2025_cox_probe,cindex,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
pathobench.exaone2025.cptac_lscc.arid1a-mutation,pathobench,cptac_lscc,ARID1A_mutation,mutation_prediction,ARID1A_mutation,case,classification,108,exaone2025_linear_probe,macro-ovr-auc,higher,EXAONE Path 2.5 Table 4 protocol: official Patho-Bench predefined 5-fold/50-fold splits; fixed THREADS-style logistic-regression linear probe for classification and Cox probe for survival; all classification tasks use macro one-vs-rest AUROC and survival uses C-index.,https://arxiv.org/pdf/2512.14019v1,parsed_primary_source,7
